periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Cas suspects de paludismes vus dans les structures de santé,Cas suspects de paludisme vu par les ASC,Cas suspects de paludisme ayant été testés par GE/FM,Cas suspects de paludisme ayant été testés par TDR,Cas de paludisme simple confirmés par GE/FM dans les structures santé,Cas de paludisme simple confirmé par les ASC (TDR+),Cas de paludisme simple confirmés par TDR dans les structures santé,Cas de paludisme simple traité avec les CTA dans les structures de santé,Cas de paludisme simple confirmés traités avec CTA par les ASC,Cas de paludisme grave confirmés par GE/FM dans les structures de santé,Cas de paludisme grave confirmés par TDR dans les structures santé,Cas de paludisme grave confirmé traité (Artesunate ou Arthemeter ou Quinine injectable),Cas presumés de paludisme grave par diagnostic clinique (cas testés négatifs traités et non testés traités par antipaludique),Cas presumés de paludisme simple par diagnostic clinique (cas testés négatifs traités et non testés traités par antipaludique),Cas presumés de paludisme par diagnostic clinique (cas testés négatifs traités et non testés traités par CTA) par les ASC
202410,Octobre 2024,202410,,Mali,Taoudenni,District Taoudenni,VCmtRYsnw5w,District Taoudenni,,,KWOoDmCIZ7p,Publique,,,165,,0,165,0,,90,90,,0,49,49,,,
202410,Octobre 2024,202410,,Mali,Taoudenni,District Taoudenni,VCmtRYsnw5w,District Taoudenni,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Taoudenni,District Taoudenni,VCmtRYsnw5w,District Taoudenni,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Mopti,District Tenenkou,Z25jUNO8dyq,District Tenenkou,,,KWOoDmCIZ7p,Publique,,,8551,932,279,8446,86,666,3705,3791,622,12,1309,1259,,,36
202410,Octobre 2024,202410,,Mali,Mopti,District Tenenkou,Z25jUNO8dyq,District Tenenkou,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Mopti,District Tenenkou,Z25jUNO8dyq,District Tenenkou,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kidal,District Tessalit,ZsDQprMZNrP,District Tessalit,,,KWOoDmCIZ7p,Publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kidal,District Tessalit,ZsDQprMZNrP,District Tessalit,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kidal,District Tessalit,ZsDQprMZNrP,District Tessalit,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Gao,District Tessit,ufuqp59UnXZ,District Tessit,,,KWOoDmCIZ7p,Publique,,,944,,,944,0,,740,740,,0,130,130,,27,
202410,Octobre 2024,202410,,Mali,Gao,District Tessit,ufuqp59UnXZ,District Tessit,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Gao,District Tessit,ufuqp59UnXZ,District Tessit,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Menaka,District Tidermene,aKZDVhBjuXD,District Tidermene,,,KWOoDmCIZ7p,Publique,,,1460,931,0,1271,0,81,570,550,81,0,117,117,6,12,0
202410,Octobre 2024,202410,,Mali,Menaka,District Tidermene,aKZDVhBjuXD,District Tidermene,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Menaka,District Tidermene,aKZDVhBjuXD,District Tidermene,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kidal,District Timetrine,Deo8Tcn5HQ0,District Timetrine,,,KWOoDmCIZ7p,Publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kidal,District Timetrine,Deo8Tcn5HQ0,District Timetrine,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kidal,District Timetrine,Deo8Tcn5HQ0,District Timetrine,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Gao,District Tin Aouker,W4BczpfHpJE,District Tin Aouker,,,KWOoDmCIZ7p,Publique,,,849,,0,849,0,,627,627,,0,38,38,1,,
202410,Octobre 2024,202410,,Mali,Gao,District Tin Aouker,W4BczpfHpJE,District Tin Aouker,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Gao,District Tin Aouker,W4BczpfHpJE,District Tin Aouker,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kidal,District TinEssako,UzMyegEk4nu,District TinEssako,,,KWOoDmCIZ7p,Publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kidal,District TinEssako,UzMyegEk4nu,District TinEssako,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kidal,District TinEssako,UzMyegEk4nu,District TinEssako,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Mopti,District Toguéré coumbé,yY7TFA1rVKK,District Toguéré coumbé,,,KWOoDmCIZ7p,Publique,,,809,313,,809,0,269,458,458,269,0,88,88,,,
202410,Octobre 2024,202410,,Mali,Mopti,District Toguéré coumbé,yY7TFA1rVKK,District Toguéré coumbé,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Mopti,District Toguéré coumbé,yY7TFA1rVKK,District Toguéré coumbé,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Tombouctou,District Tombouctou,roYLMXLg9q3,District Tombouctou,,,KWOoDmCIZ7p,Publique,,,3379,245,547,2633,477,155,1910,2387,155,296,540,836,0,40,
202410,Octobre 2024,202410,,Mali,Tombouctou,District Tombouctou,roYLMXLg9q3,District Tombouctou,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Tombouctou,District Tombouctou,roYLMXLg9q3,District Tombouctou,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,San,District Tominian,hZSnhDLDJfg,District Tominian,,,KWOoDmCIZ7p,Publique,,,5698,1382,118,5590,27,1193,2113,2140,1193,43,2436,2479,0,0,0
202410,Octobre 2024,202410,,Mali,San,District Tominian,hZSnhDLDJfg,District Tominian,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,San,District Tominian,hZSnhDLDJfg,District Tominian,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Tombouctou,District Tonka,jRUAncXcMLz,District Tonka,,,KWOoDmCIZ7p,Publique,,,1172,,,1172,0,,466,465,,0,157,157,,,
202410,Octobre 2024,202410,,Mali,Tombouctou,District Tonka,jRUAncXcMLz,District Tonka,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Tombouctou,District Tonka,jRUAncXcMLz,District Tonka,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kita,District Toukoto,jUCzRr5IbsJ,District Toukoto,,,KWOoDmCIZ7p,Publique,,,1964,317,14,1949,6,233,1124,1125,233,3,161,164,,,
202410,Octobre 2024,202410,,Mali,Kita,District Toukoto,jUCzRr5IbsJ,District Toukoto,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kita,District Toukoto,jUCzRr5IbsJ,District Toukoto,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Nioro,District Troungoumbé,oSjxANwbAuB,District Troungoumbé,,,KWOoDmCIZ7p,Publique,,,3642,40,,3642,0,40,2119,2072,40,0,1000,1000,11,51,
202410,Octobre 2024,202410,,Mali,Nioro,District Troungoumbé,oSjxANwbAuB,District Troungoumbé,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Nioro,District Troungoumbé,oSjxANwbAuB,District Troungoumbé,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Bougouni,District Yanfolila,cBGQNAoPtWQ,District Yanfolila,,,KWOoDmCIZ7p,Publique,,,5733,311,177,5514,78,255,2255,2327,255,52,1602,1654,61,127,32
202410,Octobre 2024,202410,,Mali,Bougouni,District Yanfolila,cBGQNAoPtWQ,District Yanfolila,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Bougouni,District Yanfolila,cBGQNAoPtWQ,District Yanfolila,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,San,District Yangasso,K7PtrtPmVkM,District Yangasso,,,KWOoDmCIZ7p,Publique,,,5766,719,241,5525,166,621,3109,3275,621,22,1609,1631,2,23,0
202410,Octobre 2024,202410,,Mali,San,District Yangasso,K7PtrtPmVkM,District Yangasso,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,San,District Yangasso,K7PtrtPmVkM,District Yangasso,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kayes,District Yelimane,hq5rA2dAQKV,District Yelimane,,,KWOoDmCIZ7p,Publique,,,9075,109,99,8976,17,55,2859,2871,55,18,935,953,,,
202410,Octobre 2024,202410,,Mali,Kayes,District Yelimane,hq5rA2dAQKV,District Yelimane,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kayes,District Yelimane,hq5rA2dAQKV,District Yelimane,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Koutiala,District Yorosso,Jm9oeVJLVOb,District Yorosso,,,KWOoDmCIZ7p,Publique,,,5804,2712,114,5590,52,2066,3816,3868,2066,57,701,758,,,
202410,Octobre 2024,202410,,Mali,Koutiala,District Yorosso,Jm9oeVJLVOb,District Yorosso,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Koutiala,District Yorosso,Jm9oeVJLVOb,District Yorosso,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Mopti,District Youwarou,b8LhhXp1sQV,District Youwarou,,,KWOoDmCIZ7p,Publique,,,3183,1534,108,3085,38,1206,664,702,1206,61,1980,2041,,,
202410,Octobre 2024,202410,,Mali,Mopti,District Youwarou,b8LhhXp1sQV,District Youwarou,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Mopti,District Youwarou,b8LhhXp1sQV,District Youwarou,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Koutiala,District Zangasso,IN84QmxVvds,District Zangasso,,,KWOoDmCIZ7p,Publique,,,2136,174,,2136,0,150,1281,1271,150,0,364,364,,,
202410,Octobre 2024,202410,,Mali,Koutiala,District Zangasso,IN84QmxVvds,District Zangasso,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Koutiala,District Zangasso,IN84QmxVvds,District Zangasso,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Bamako,1er arrondissement,cItMOMbQ8Ns,1er arrondissement,,,KWOoDmCIZ7p,Publique,,,14371,0,5767,7601,2407,0,1527,3927,0,1010,2450,3460,666,772,0
202411,Novembre 2024,202411,,Mali,Bamako,1er arrondissement,cItMOMbQ8Ns,1er arrondissement,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Bamako,1er arrondissement,cItMOMbQ8Ns,1er arrondissement,,,uD2y9P4ErAF,Confessionnel,,,1916,,473,0,359,,0,359,,94,0,94,0,0,
202411,Novembre 2024,202411,,Mali,Bamako,2ème arrondissement,zj0QHmPcZbm,2ème arrondissement,,,KWOoDmCIZ7p,Publique,,,6484,0,3060,3424,2176,0,327,2503,0,123,244,367,216,222,0
202411,Novembre 2024,202411,,Mali,Bamako,2ème arrondissement,zj0QHmPcZbm,2ème arrondissement,,,LjZFmglR38X,Para publique,,,0,,0,0,0,,0,0,,0,0,0,0,0,
202411,Novembre 2024,202411,,Mali,Bamako,2ème arrondissement,zj0QHmPcZbm,2ème arrondissement,,,uD2y9P4ErAF,Confessionnel,,,907,0,611,296,77,0,0,77,0,112,64,176,0,0,0
202411,Novembre 2024,202411,,Mali,Bamako,3ème arrondissement,AWWwI08gCzU,3ème arrondissement,,,KWOoDmCIZ7p,Publique,,,4683,0,3923,760,2461,0,330,2791,0,477,126,603,0,0,0
202411,Novembre 2024,202411,,Mali,Bamako,3ème arrondissement,AWWwI08gCzU,3ème arrondissement,,,LjZFmglR38X,Para publique,,,789,,2,787,0,,341,341,,2,158,160,0,0,
202411,Novembre 2024,202411,,Mali,Bamako,3ème arrondissement,AWWwI08gCzU,3ème arrondissement,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Bamako,4ème arrondissement,LbfVbpR760L,4ème arrondissement,,,KWOoDmCIZ7p,Publique,,,14887,0,10674,3979,3870,0,1315,5165,0,4324,1484,5808,0,0,0
202411,Novembre 2024,202411,,Mali,Bamako,4ème arrondissement,LbfVbpR760L,4ème arrondissement,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Bamako,4ème arrondissement,LbfVbpR760L,4ème arrondissement,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Bamako,5ème arrondissement,p5EcmhpQr2u,5ème arrondissement,,,KWOoDmCIZ7p,Publique,,,10228,0,6781,3509,4181,,1100,5281,0,1027,568,1595,0,0,0
202411,Novembre 2024,202411,,Mali,Bamako,5ème arrondissement,p5EcmhpQr2u,5ème arrondissement,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Bamako,5ème arrondissement,p5EcmhpQr2u,5ème arrondissement,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Bamako,6ème arrondissement,gRIdpuHMlO7,6ème arrondissement,,,KWOoDmCIZ7p,Publique,,,22906,981,9735,12248,6074,340,4786,10779,340,1577,1914,3491,0,0,0
202411,Novembre 2024,202411,,Mali,Bamako,6ème arrondissement,gRIdpuHMlO7,6ème arrondissement,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Bamako,6ème arrondissement,gRIdpuHMlO7,6ème arrondissement,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Bamako,7ème arrondissement,WF2kyHLuVxs,7ème arrondissement,,,KWOoDmCIZ7p,Publique,,,5804,33,4172,1628,2835,19,584,3419,19,889,667,1556,0,0,0
202411,Novembre 2024,202411,,Mali,Bamako,7ème arrondissement,WF2kyHLuVxs,7ème arrondissement,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Bamako,7ème arrondissement,WF2kyHLuVxs,7ème arrondissement,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Sikasso,District  Dandèrèsso,xvHB6sTmTs5,District  Dandèrèsso,,,KWOoDmCIZ7p,Publique,,,1962,48,0,1962,0,34,589,589,34,0,985,985,257,195,28
202411,Novembre 2024,202411,,Mali,Sikasso,District  Dandèrèsso,xvHB6sTmTs5,District  Dandèrèsso,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Sikasso,District  Dandèrèsso,xvHB6sTmTs5,District  Dandèrèsso,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kidal,District Abeibara,NxCk8BjbGLD,District Abeibara,,,KWOoDmCIZ7p,Publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kidal,District Abeibara,NxCk8BjbGLD,District Abeibara,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kidal,District Abeibara,NxCk8BjbGLD,District Abeibara,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kidal,District Achibogho,akjdU0iCQdc,District Achibogho,,,KWOoDmCIZ7p,Publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kidal,District Achibogho,akjdU0iCQdc,District Achibogho,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kidal,District Achibogho,akjdU0iCQdc,District Achibogho,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Taoudenni,District Achouratt,ueVbyL2bsi0,District Achouratt,,,KWOoDmCIZ7p,Publique,,,1017,,0,1017,0,,660,660,,0,145,145,,,
202411,Novembre 2024,202411,,Mali,Taoudenni,District Achouratt,ueVbyL2bsi0,District Achouratt,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Taoudenni,District Achouratt,ueVbyL2bsi0,District Achouratt,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kidal,District Aguel-Hoc,a8taZNGsXhv,District Aguel-Hoc,,,KWOoDmCIZ7p,Publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kidal,District Aguel-Hoc,a8taZNGsXhv,District Aguel-Hoc,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kidal,District Aguel-Hoc,a8taZNGsXhv,District Aguel-Hoc,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Taoudenni,District Al-Ourche,GROxare0bgl,District Al-Ourche,,,KWOoDmCIZ7p,Publique,,,946,0,0,946,0,0,420,420,0,0,278,278,0,0,0
202411,Novembre 2024,202411,,Mali,Taoudenni,District Al-Ourche,GROxare0bgl,District Al-Ourche,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Taoudenni,District Al-Ourche,GROxare0bgl,District Al-Ourche,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Gao,District Almoustarat,oMamktjAOd4,District Almoustarat,,,KWOoDmCIZ7p,Publique,,,450,0,0,447,0,,253,253,0,0,125,125,0,0,0
202411,Novembre 2024,202411,,Mali,Gao,District Almoustarat,oMamktjAOd4,District Almoustarat,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Gao,District Almoustarat,oMamktjAOd4,District Almoustarat,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kayes,District Ambidedi,t7J1HAjYG7k,District Ambidedi,,,KWOoDmCIZ7p,Publique,,,2634,3,690,1946,274,0,348,606,0,59,263,322,0,0,0
202411,Novembre 2024,202411,,Mali,Kayes,District Ambidedi,t7J1HAjYG7k,District Ambidedi,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kayes,District Ambidedi,t7J1HAjYG7k,District Ambidedi,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Menaka,District Anderamboukane,bzElG02ZdeC,District Anderamboukane,,,KWOoDmCIZ7p,Publique,,,602,0,0,579,0,,220,201,,0,65,65,,,
202411,Novembre 2024,202411,,Mali,Menaka,District Anderamboukane,bzElG02ZdeC,District Anderamboukane,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Menaka,District Anderamboukane,bzElG02ZdeC,District Anderamboukane,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kidal,District Anefif,LsfLs9itFDu,District Anefif,,,KWOoDmCIZ7p,Publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kidal,District Anefif,LsfLs9itFDu,District Anefif,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kidal,District Anefif,LsfLs9itFDu,District Anefif,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Menaka,District Anouzgrene,IQCpmaVGhEo,District Anouzgrene,,,KWOoDmCIZ7p,Publique,,,140,0,0,140,0,,70,70,,0,33,33,,,
202411,Novembre 2024,202411,,Mali,Menaka,District Anouzgrene,IQCpmaVGhEo,District Anouzgrene,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Menaka,District Anouzgrene,IQCpmaVGhEo,District Anouzgrene,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Gao,District Ansongo,oQbUuw0dLiO,District Ansongo,,,KWOoDmCIZ7p,Publique,,,4081,413,307,3783,302,259,1922,2224,259,128,1247,1375,0,0,0
202411,Novembre 2024,202411,,Mali,Gao,District Ansongo,oQbUuw0dLiO,District Ansongo,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Gao,District Ansongo,oQbUuw0dLiO,District Ansongo,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kayes,District Aourou,Kc8iMuvv6Ap,District Aourou,,,KWOoDmCIZ7p,Publique,,,2540,26,520,2019,305,2,242,546,2,38,184,222,9,65,0
202411,Novembre 2024,202411,,Mali,Kayes,District Aourou,Kc8iMuvv6Ap,District Aourou,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kayes,District Aourou,Kc8iMuvv6Ap,District Aourou,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Taoudenni,District Arawane,GwnvxMAaoHV,District Arawane,,,KWOoDmCIZ7p,Publique,,,175,,0,175,0,,84,84,,0,31,31,,,
202411,Novembre 2024,202411,,Mali,Taoudenni,District Arawane,GwnvxMAaoHV,District Arawane,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Taoudenni,District Arawane,GwnvxMAaoHV,District Arawane,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kayes,District Bafoulabe,frRUz6A3PoY,District Bafoulabe,,,KWOoDmCIZ7p,Publique,,,6235,250,91,6099,7,189,2728,2730,210,150,2488,2532,0,0,0
202411,Novembre 2024,202411,,Mali,Kayes,District Bafoulabe,frRUz6A3PoY,District Bafoulabe,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Kayes,District Bafoulabe,frRUz6A3PoY,District Bafoulabe,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Koulikoro,District Baguinéda,wBxYj2hgM1J,District Baguinéda,,,KWOoDmCIZ7p,Publique,,,2116,438,766,1350,351,280,605,956,280,347,586,933,0,0,0
202411,Novembre 2024,202411,,Mali,Koulikoro,District Baguinéda,wBxYj2hgM1J,District Baguinéda,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Koulikoro,District Baguinéda,wBxYj2hgM1J,District Baguinéda,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Nara,District Ballé,DdrB9hiZev2,District Ballé,,,KWOoDmCIZ7p,Publique,,,3488,22,291,2849,177,14,1383,1555,14,218,883,1101,0,0,0
202411,Novembre 2024,202411,,Mali,Nara,District Ballé,DdrB9hiZev2,District Ballé,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Nara,District Ballé,DdrB9hiZev2,District Ballé,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Gao,District Bamba,xKvAxePCQ7V,District Bamba,,,KWOoDmCIZ7p,Publique,,,897,0,0,747,0,,373,356,0,0,139,139,46,136,0
202411,Novembre 2024,202411,,Mali,Gao,District Bamba,xKvAxePCQ7V,District Bamba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Gao,District Bamba,xKvAxePCQ7V,District Bamba,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Tombouctou,District Bambara Maoudé,wgKON7JTwM6,District Bambara Maoudé,,,KWOoDmCIZ7p,Publique,,,931,0,0,931,0,0,387,387,0,0,139,139,0,92,0
202411,Novembre 2024,202411,,Mali,Tombouctou,District Bambara Maoudé,wgKON7JTwM6,District Bambara Maoudé,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Tombouctou,District Bambara Maoudé,wgKON7JTwM6,District Bambara Maoudé,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Koulikoro,District Banamba,Z2xvsAt2o5a,District Banamba,,,KWOoDmCIZ7p,Publique,,,8779,871,264,7386,129,608,5296,4704,607,43,2187,2230,0,0,0
202411,Novembre 2024,202411,,Mali,Koulikoro,District Banamba,Z2xvsAt2o5a,District Banamba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Koulikoro,District Banamba,Z2xvsAt2o5a,District Banamba,,,uD2y9P4ErAF,Confessionnel,,,284,,5,,0,,,0,,5,,5,,,
202411,Novembre 2024,202411,,Mali,Dioila,District Banco,SLDImFbzCI2,District Banco,,,KWOoDmCIZ7p,Publique,,,2366,485,225,2045,80,358,986,1066,358,125,600,725,22,61,0
202411,Novembre 2024,202411,,Mali,Dioila,District Banco,SLDImFbzCI2,District Banco,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202411,Novembre 2024,202411,,Mali,Dioila,District Banco,SLDImFbzCI2,District Banco,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
